5896	1
5897	2
5898	2
5899	2
5900	2
5901	2
5902	2
5903	2
5904	0
5905	2
5906	2
5907	2
5908	0
5909	2
5910	2
5911	2
5912	2
5913	2
5914	2
5915	2
5916	1
5917	1
5918	2
5919	2
5920	2
5921	1
5922	2
5923	2
5924	2
5925	2
5926	2
5927	2
5928	2
5929	2
5930	1
5931	2
5932	2
5933	2
5934	2
5935	0
5936	2
5937	1
5938	2
5939	0
5940	1
5941	2
5942	2
5943	0
5944	2
5945	2
5946	2
5947	1
5948	2
5949	2
5950	2
5951	2
5952	2
5953	2
5954	1
5955	2
5956	2
5957	2
5958	2
5959	2
5960	2
5961	2
5962	2
5963	1
5964	2
5965	0
5966	0
5967	2
5968	2
5969	2
5970	1
5971	2
5972	1
5973	2
5974	2
5975	0
5976	2
5977	2
5978	2
5979	0
5980	1
5981	2
5982	2
5983	0
5984	2
5985	2
5986	1
5987	2
5988	0
5989	2
5990	2
5991	2
5992	2
5993	2
5994	2
5995	2
5996	0
5997	2
5998	1
5999	2
6000	2
6001	2
6002	2
6003	2
6004	2
6005	2
6006	2
6007	1
6008	2
6009	2
6010	1
6011	1
6012	1
6013	0
6014	1
6015	1
6016	2
6017	1
6018	2
6019	2
6020	2
6021	2
6022	0
6023	2
6024	2
6025	2
6026	2
6027	2
6028	2
6029	1
6030	2
6031	2
6032	0
6033	2
6034	1
6035	2
6036	1
6037	2
6038	2
6039	2
6040	2
6041	0
6042	2
6043	2
6044	1
6045	2
6046	2
6047	2
6048	2
6049	2
6050	1
6051	2
6052	1
6053	0
6054	2
6055	0
6056	2
6057	2
6058	2
6059	1
6060	2
6061	2
6062	1
6063	2
6064	2
6065	2
6066	2
6067	2
6068	1
6069	1
6070	2
6071	2
6072	2
6073	1
6074	2
6075	1
6076	1
6077	1
6078	2
6079	2
6080	2
6081	2
6082	1
6083	0
6084	1
6085	2
6086	2
6087	2
6088	1
6089	0
6090	2
6091	2
6092	2
6093	2
6094	2
6095	2
6096	0
6097	0
6098	2
6099	0
6100	2
6101	2
6102	2
6103	2
6104	0
6105	2
6106	2
6107	2
6108	2
6109	0
6110	0
6111	2
6112	2
6113	2
6114	2
6115	0
6116	2
6117	1
6118	1
6119	0
6120	2
6121	0
6122	2
6123	1
6124	1
6125	2
6126	0
6127	1
6128	0
6129	2
6130	0
6131	2
6132	2
6133	2
6134	2
6135	2
6136	1
6137	2
6138	2
6139	2
6140	0
6141	2
6142	0
6143	2
6144	2
6145	2
6146	2
6147	1
6148	1
6149	2
6150	2
6151	1
6152	2
6153	0
6154	1
6155	2
6156	2
6157	2
6158	2
6159	1
6160	2
6161	0
6162	0
6163	1
6164	2
6165	2
6166	2
6167	2
6168	2
6169	0
6170	0
6171	2
6172	0
6173	2
6174	2
6175	2
6176	2
6177	1
6178	2
6179	2
6180	0
6181	1
6182	2
6183	2
6184	0
6185	2
6186	0
6187	2
6188	1
6189	0
6190	1
6191	2
6192	2
6193	1
6194	0
6195	0
6196	1
6197	2
6198	0
6199	0
6200	1
6201	2
6202	2
6203	2
6204	1
6205	1
6206	2
6207	0
6208	2
6209	2
6210	2
6211	1
6212	1
6213	1
6214	2
6215	0
6216	0
6217	2
6218	2
6219	1
6220	0
6221	2
6222	2
6223	2
6224	2
6225	0
6226	1
6227	2
6228	0
6229	0
6230	1
6231	1
6232	0
6233	1
6234	1
6235	0
6236	1
6237	2
6238	1
6239	2
6240	1
6241	2
6242	1
6243	0
6244	0
6245	2
6246	0
6247	0
6248	2
6249	0
6250	2
6251	2
6252	1
6253	0
6254	0
6255	2
6256	2
6257	2
6258	0
6259	1
6260	2
6261	0
6262	2
6263	2
6264	2
6265	2
6266	2
